000001100 //float=1.438000 dec=12 
000011111 //float=3.813000 dec=31 
001110100 //float=14.500000 dec=116 
010000110 //float=-16.750000 dec=-134 
000111001 //float=7.063000 dec=57 
000110111 //float=-6.813000 dec=-55 
001011100 //float=11.500000 dec=92 
001010110 //float=10.688000 dec=86 
001000010 //float=8.250000 dec=66 
000100011 //float=-4.313000 dec=-35 
001011001 //float=11.125000 dec=89 
000110010 //float=-6.188000 dec=-50 
001001101 //float=9.563000 dec=77 
001001100 //float=-9.438000 dec=-76 
001111000 //float=14.938000 dec=120 
000001110 //float=1.750000 dec=14 
001101000 //float=-12.938000 dec=-104 
000011111 //float=-3.813000 dec=-31 
000001011 //float=1.375000 dec=11 
001000111 //float=8.813000 dec=71 
001100011 //float=-12.375000 dec=-99 
001010010 //float=-10.188000 dec=-82 
001100110 //float=12.688000 dec=102 
001100001 //float=12.125000 dec=97 
001111011 //float=15.313000 dec=123 
001101010 //float=13.250000 dec=106 
001010101 //float=-10.563000 dec=-85 
001100000 //float=-11.938000 dec=-96 
000000110 //float=0.688000 dec=6 
000000100 //float=0.438000 dec=4 
001100111 //float=12.875000 dec=103 
000111010 //float=7.188000 dec=58 
010010111 //float=18.813000 dec=151 
000001100 //float=-1.438000 dec=-12 
000101001 //float=5.125000 dec=41 
000111111 //float=-7.813000 dec=-63 
000110110 //float=-6.688000 dec=-54 
000101110 //float=5.688000 dec=46 
001000101 //float=8.625000 dec=69 
000100110 //float=4.688000 dec=38 
001011001 //float=-11.125000 dec=-89 
001000000 //float=-8.000000 dec=-64 
000100101 //float=-4.563000 dec=-37 
001001010 //float=-9.188000 dec=-74 
001000011 //float=8.375000 dec=67 
001011011 //float=-11.313000 dec=-91 
010000001 //float=16.063000 dec=129 
000011100 //float=-3.438000 dec=-28 
001001110 //float=-9.688000 dec=-78 
000011011 //float=3.313000 dec=27 
001000110 //float=8.750000 dec=70 
000100010 //float=4.188000 dec=34 
001101010 //float=13.188000 dec=106 
001000110 //float=8.688000 dec=70 
000100101 //float=4.625000 dec=37 
001001001 //float=-9.063000 dec=-73 
000000011 //float=-0.313000 dec=-3 
001000001 //float=-8.125000 dec=-65 
000010100 //float=2.438000 dec=20 
001001000 //float=9.000000 dec=72 
001110101 //float=-14.625000 dec=-117 
000001110 //float=1.750000 dec=14 
000011100 //float=3.500000 dec=28 
001000111 //float=-8.813000 dec=-71 
001001001 //float=9.125000 dec=73 
001010111 //float=-10.875000 dec=-87 
000111111 //float=-7.813000 dec=-63 
001000111 //float=-8.875000 dec=-71 
000111111 //float=7.813000 dec=63 
000100011 //float=4.375000 dec=35 
010001111 //float=-17.875000 dec=-143 
001011111 //float=11.875000 dec=95 
001100110 //float=-12.750000 dec=-102 
000110111 //float=6.875000 dec=55 
000101000 //float=4.938000 dec=40 
001001000 //float=8.938000 dec=72 
001100011 //float=12.313000 dec=99 
001100000 //float=12.000000 dec=96 
001110010 //float=14.188000 dec=114 
001101001 //float=13.063000 dec=105 
000100100 //float=4.500000 dec=36 
000100101 //float=4.563000 dec=37 
001010110 //float=-10.750000 dec=-86 
000000110 //float=0.688000 dec=6 
000011100 //float=-3.438000 dec=-28 
000010101 //float=2.625000 dec=21 
000110000 //float=-6.000000 dec=-48 
001010010 //float=-10.188000 dec=-82 
010000000 //float=15.938000 dec=128 
000000100 //float=0.500000 dec=4 
001000011 //float=-8.313000 dec=-67 
010000011 //float=-16.313000 dec=-131 
001000101 //float=8.563000 dec=69 
001011000 //float=10.938000 dec=88 
001101001 //float=13.063000 dec=105 
000000010 //float=0.250000 dec=2 
001110111 //float=-14.875000 dec=-119 
000001000 //float=1.000000 dec=8 
001010111 //float=-10.875000 dec=-87 
001001111 //float=9.813000 dec=79 
000001000 //float=-0.938000 dec=-8 
001110101 //float=14.563000 dec=117 
000001011 //float=-1.375000 dec=-11 
001100110 //float=12.750000 dec=102 
001111001 //float=-15.063000 dec=-121 
001100100 //float=-12.438000 dec=-100 
000011101 //float=-3.563000 dec=-29 
000011000 //float=-2.938000 dec=-24 
000111100 //float=-7.500000 dec=-60 
000010110 //float=2.750000 dec=22 
001010001 //float=-10.125000 dec=-81 
000100101 //float=4.563000 dec=37 
000010100 //float=2.500000 dec=20 
000100101 //float=-4.563000 dec=-37 
001100011 //float=12.375000 dec=99 
000010001 //float=2.063000 dec=17 
000111100 //float=-7.438000 dec=-60 
001000001 //float=8.063000 dec=65 
001001001 //float=9.063000 dec=73 
000001011 //float=1.313000 dec=11 
000101011 //float=5.375000 dec=43 
010010000 //float=17.938000 dec=144 
001001111 //float=-9.875000 dec=-79 
001101110 //float=13.688000 dec=110 
000010000 //float=1.938000 dec=16 
001000110 //float=-8.688000 dec=-70 
000001011 //float=-1.313000 dec=-11 
001000100 //float=8.500000 dec=68 
000111010 //float=7.250000 dec=58 
001101111 //float=13.813000 dec=111 
000000100 //float=0.438000 dec=4 
000100110 //float=-4.688000 dec=-38 
000001100 //float=-1.438000 dec=-12 
010000100 //float=16.438000 dec=132 
000011011 //float=-3.313000 dec=-27 
000101111 //float=5.813000 dec=47 
000010110 //float=2.750000 dec=22 
000100111 //float=-4.875000 dec=-39 
001000001 //float=8.063000 dec=65 
000000110 //float=0.688000 dec=6 
000110001 //float=-6.063000 dec=-49 
010011010 //float=-19.188000 dec=-154 
001001111 //float=-9.813000 dec=-79 
000100001 //float=4.125000 dec=33 
000110111 //float=-6.813000 dec=-55 
001101100 //float=13.438000 dec=108 
001010110 //float=10.688000 dec=86 
001011101 //float=-11.563000 dec=-93 
000100011 //float=-4.375000 dec=-35 
001010001 //float=-10.125000 dec=-81 
001011101 //float=11.625000 dec=93 
010000100 //float=-16.438000 dec=-132 
001011110 //float=-11.750000 dec=-94 
000111010 //float=7.250000 dec=58 
001000100 //float=-8.438000 dec=-68 
000000110 //float=0.688000 dec=6 
001011101 //float=-11.625000 dec=-93 
000110101 //float=-6.625000 dec=-53 
001100111 //float=-12.813000 dec=-103 
000100100 //float=4.500000 dec=36 
000000100 //float=0.438000 dec=4 
