00010001   //float=2.125000 dec=17 
00011011   //float=3.375000 dec=27 
01111110   //float=15.750000 dec=126 
11110000   //float=-14.000000 dec=-112 
00101101   //float=5.625000 dec=45 
10100101   //float=-4.625000 dec=-37 
01011110   //float=11.750000 dec=94 
01101100   //float=13.500000 dec=108 
00111111   //float=7.875000 dec=63 
10100011   //float=-4.375000 dec=-35 
01100000   //float=12.000000 dec=96 
11000010   //float=-8.250000 dec=-66 
01011100   //float=11.500000 dec=92 
11001011   //float=-9.375000 dec=-75 
01110011   //float=14.375000 dec=115 
00001010   //float=1.250000 dec=10 
11001010   //float=-9.250000 dec=-74 
10100001   //float=-4.125000 dec=-33 
10010011   //float=-2.375000 dec=-19 
00101100   //float=5.500000 dec=44 
11001011   //float=-9.375000 dec=-75 
11110000   //float=-14.000000 dec=-112 
01101111   //float=13.875000 dec=111 
01101010   //float=13.250000 dec=106 
01011111   //float=11.875000 dec=95 
01111101   //float=15.625000 dec=125 
11000010   //float=-8.250000 dec=-66 
11100000   //float=-12.000000 dec=-96 
10010010   //float=-2.250000 dec=-18 
10001100   //float=-1.500000 dec=-12 
01110110   //float=14.750000 dec=118 
00011111   //float=3.875000 dec=31 
01111000   //float=15.000000 dec=120 
10000110   //float=-0.750000 dec=-6 
00101100   //float=5.500000 dec=44 
11010011   //float=-10.375000 dec=-83 
10011000   //float=-3.000000 dec=-24 
00110111   //float=6.875000 dec=55 
01000001   //float=8.125000 dec=65 
00001101   //float=1.625000 dec=13 
11110101   //float=-14.625000 dec=-117 
11011000   //float=-11.000000 dec=-88 
10010101   //float=-2.625000 dec=-21 
11011010   //float=-11.250000 dec=-90 
01010011   //float=10.375000 dec=83 
11000111   //float=-8.875000 dec=-71 
01110000   //float=14.000000 dec=112 
10101001   //float=-5.125000 dec=-41 
11010111   //float=-10.875000 dec=-87 
00101101   //float=5.625000 dec=45 
01100001   //float=12.125000 dec=97 
00111110   //float=7.750000 dec=62 
01101010   //float=13.250000 dec=106 
01000111   //float=8.875000 dec=71 
00110000   //float=6.000000 dec=48 
10111101   //float=-7.625000 dec=-61 
00001001   //float=1.125000 dec=9 
10101011   //float=-5.375000 dec=-43 
00001101   //float=1.625000 dec=13 
01010111   //float=10.875000 dec=87 
