00011   //float=0.375000 dec=3
01011   //float=1.375000 dec=11
01001   //float=1.125000 dec=9
10110   //float=2.750000 dec=22
00010   //float=0.250000 dec=2
10011   //float=2.375000 dec=19
11001   //float=3.125000 dec=25
00001   //float=0.125000 dec=1
11011   //float=3.375000 dec=27
01011   //float=1.375000 dec=11
01101   //float=1.625000 dec=13
11110   //float=3.750000 dec=30
00110   //float=0.750000 dec=6
10011   //float=2.375000 dec=19
01011   //float=1.375000 dec=11
10111   //float=2.875000 dec=23
11110   //float=3.750000 dec=30
01101   //float=1.625000 dec=13
10110   //float=2.750000 dec=22
10010   //float=2.250000 dec=18
00000   //float=0.000000 dec=0
00110   //float=0.750000 dec=6
01011   //float=1.375000 dec=11
00011   //float=0.375000 dec=3
01110   //float=1.750000 dec=14
01011   //float=1.375000 dec=11
01101   //float=1.625000 dec=13
10101   //float=2.625000 dec=21
00010   //float=0.250000 dec=2
11000   //float=3.000000 dec=24
10100   //float=2.500000 dec=20
11100   //float=3.500000 dec=28
00010   //float=0.250000 dec=2
11000   //float=3.000000 dec=24
11000   //float=3.000000 dec=24
10001   //float=2.125000 dec=17
11111   //float=3.875000 dec=31
11011   //float=3.375000 dec=27
11101   //float=3.625000 dec=29
11000   //float=3.000000 dec=24
11001   //float=3.125000 dec=25
01110   //float=1.750000 dec=14
11111   //float=3.875000 dec=31
00101   //float=0.625000 dec=5
10010   //float=2.250000 dec=18
01111   //float=1.875000 dec=15
10101   //float=2.625000 dec=21
10011   //float=2.375000 dec=19
01111   //float=1.875000 dec=15
00010   //float=0.250000 dec=2
11100   //float=3.500000 dec=28
01001   //float=1.125000 dec=9
11001   //float=3.125000 dec=25
10011   //float=2.375000 dec=19
01001   //float=1.125000 dec=9
11111   //float=3.875000 dec=31
10101   //float=2.625000 dec=21
10111   //float=2.875000 dec=23
00111   //float=0.875000 dec=7
10110   //float=2.750000 dec=22
11001   //float=3.125000 dec=25
00011   //float=0.375000 dec=3
11011   //float=3.375000 dec=27
01100   //float=1.500000 dec=12
00100   //float=0.500000 dec=4
10001   //float=2.125000 dec=17
