0001100 //float=2.880000 dec=12
0010010 //float=4.560000 dec=18
0001111 //float=3.630000 dec=15
0101001 //float=10.250000 dec=41
0001010 //float=2.440000 dec=10
0100100 //float=9.000000 dec=36
0011110 //float=7.560000 dec=30
0010110 //float=5.440000 dec=22
0010000 //float=3.880000 dec=16
0001110 //float=3.440000 dec=14
0010000 //float=4.060000 dec=16
0010011 //float=4.750000 dec=19
0100000 //float=7.880000 dec=32
0010110 //float=5.500000 dec=22
0011010 //float=6.500000 dec=26
0100011 //float=8.690000 dec=35
0010000 //float=4.060000 dec=16
0000111 //float=1.690000 dec=7
0100100 //float=8.940000 dec=36
0001010 //float=2.380000 dec=10
0100000 //float=7.880000 dec=32
0011101 //float=7.310000 dec=29
0010100 //float=5.060000 dec=20
0011011 //float=6.630000 dec=27
0010001 //float=4.130000 dec=17
0010101 //float=5.190000 dec=21
0011101 //float=7.190000 dec=29
0001011 //float=2.630000 dec=11
0010000 //float=3.880000 dec=16
0100110 //float=9.500000 dec=38
0010110 //float=5.380000 dec=22
0010110 //float=5.500000 dec=22
0011000 //float=6.060000 dec=24
0101001 //float=10.130000 dec=41
0101010 //float=10.560000 dec=42
0100111 //float=9.750000 dec=39
0100000 //float=8.000000 dec=32
0101010 //float=10.500000 dec=42
0011101 //float=7.250000 dec=29
0101010 //float=10.500000 dec=42
0101010 //float=10.560000 dec=42
0100010 //float=8.380000 dec=34
0011011 //float=6.810000 dec=27
0011101 //float=7.190000 dec=29
0101000 //float=9.940000 dec=40
0010000 //float=3.880000 dec=16
0101000 //float=9.940000 dec=40
0010100 //float=4.940000 dec=20
0010101 //float=5.130000 dec=21
0010100 //float=4.940000 dec=20
0100000 //float=7.880000 dec=32
0100001 //float=8.250000 dec=33
0100101 //float=9.310000 dec=37
0011011 //float=6.810000 dec=27
0010110 //float=5.500000 dec=22
0011111 //float=7.690000 dec=31
0011010 //float=6.440000 dec=26
0010010 //float=4.560000 dec=18
0000111 //float=1.630000 dec=7
0100110 //float=9.560000 dec=38
0100100 //float=9.060000 dec=36
0010010 //float=4.500000 dec=18
0101000 //float=10.060000 dec=40
0001111 //float=3.630000 dec=15
0011000 //float=6.000000 dec=24
0001001 //float=2.190000 dec=9
0010101 //float=5.130000 dec=21
0100111 //float=9.750000 dec=39
0001110 //float=3.380000 dec=14
0100000 //float=8.000000 dec=32
0001101 //float=3.250000 dec=13
0100100 //float=8.940000 dec=36
0100010 //float=8.440000 dec=34
0100100 //float=8.880000 dec=36
0100100 //float=8.940000 dec=36
0011111 //float=7.630000 dec=31
0011111 //float=7.630000 dec=31
0100100 //float=9.000000 dec=36
0001111 //float=3.810000 dec=15
0010010 //float=4.380000 dec=18
0100001 //float=8.190000 dec=33
0000101 //float=1.310000 dec=5
0010011 //float=4.630000 dec=19
0101101 //float=11.190000 dec=45
0010110 //float=5.380000 dec=22
0010101 //float=5.190000 dec=21
0011111 //float=7.810000 dec=31
0010001 //float=4.250000 dec=17
0001001 //float=2.250000 dec=9
0010011 //float=4.630000 dec=19
0100101 //float=9.190000 dec=37
0011110 //float=7.440000 dec=30
0101010 //float=10.500000 dec=42
0100100 //float=8.880000 dec=36
0101001 //float=10.130000 dec=41
0001100 //float=2.940000 dec=12
0011001 //float=6.130000 dec=25
0001110 //float=3.440000 dec=14
0010110 //float=5.380000 dec=22
0100000 //float=7.940000 dec=32
0010001 //float=4.310000 dec=17
0011111 //float=7.630000 dec=31
0010111 //float=5.630000 dec=23
0001111 //float=3.810000 dec=15
0100111 //float=9.630000 dec=39
0100000 //float=7.880000 dec=32
0011101 //float=7.250000 dec=29
0010010 //float=4.560000 dec=18
0001111 //float=3.810000 dec=15
0001100 //float=2.940000 dec=12
0011111 //float=7.750000 dec=31
0011111 //float=7.690000 dec=31
0010000 //float=3.880000 dec=16
0100110 //float=9.380000 dec=38
0011111 //float=7.630000 dec=31
0010011 //float=4.690000 dec=19
0011111 //float=7.810000 dec=31
0100001 //float=8.190000 dec=33
0100101 //float=9.130000 dec=37
0100001 //float=8.250000 dec=33
0010001 //float=4.250000 dec=17
